risk_score,address,borough,bldgclass,garage_type,yearbuilt,numfloors,has_chargers,total_ev_ports,sprinkler_permits_count,sprinkler_last_date,fire_violations_count,bldgarea_sqft,garagearea_sqft,small_garage,lat,lon,reasons
86,176 JOHNSON STREET,BK,RM,under_residential,1926,8.0,False,0,0,none,2,58424.0,5092.0,False,40.6945604,-73.9826904,"built 1926, pre-1968 code (+30); FDNY violation confirms sprinkler system (no modern DOB record) (+5); 8 floors, multi-story (+10); 2 DOB critical violation(s) (emergency/unsafe/structural) (+16); FDNY: 1 open sprinkler maintenance, 8 open inspection/testing, 1 other open fire protection violation(s) (+25)"
86,99-44 62 AVENUE,QN,D1,under_residential,1964,7.0,False,0,0,none,2,55300.0,2500.0,False,40.7352514,-73.8566867,"built 1964, pre-1968 code (+30); FDNY violation confirms sprinkler system (no modern DOB record) (+5); 7 floors, multi-story (+10); 2 DOB critical violation(s) (emergency/unsafe/structural) (+16); FDNY: 8 open inspection/testing violation(s) (+25)"
81,417 WEST 44 STREET,MN,C4,under_residential,1901,4.0,False,0,0,none,2,7791.0,1900.0,True,40.760334,-73.9925351,"built 1901, pre-1968 code (+30); FDNY violation confirms sprinkler system (no modern DOB record) (+5); 4 floors, multi-story (+10); 2 DOB critical violation(s) (emergency/unsafe/structural) (+16); FDNY: 4 open inspection/testing violation(s) (+20)"
81,1022 EAST 93 STREET,BK,D7,under_residential,1976,10.0,False,0,0,none,2,550700.0,35470.0,False,40.6631253,-73.928055,"built 1976, pre-IBC 2003 (+15); Pre-2004 residential ≥10 floors, no DOB permit, no FDNY evidence — Local Law 26 retrofit deadline (July 2019) likely missed (+30); 10 floors, multi-story (+10); 2 DOB critical violation(s) (emergency/unsafe/structural) (+16); FDNY: 2 open inspection/testing violation(s) (+10)"
80,745 EAST 231 STREET,BX,D4,under_residential,1957,6.0,False,0,0,none,0,249258.0,21600.0,False,40.8918841,-73.8563273,"built 1957, pre-1968 code (+30); No DOB sprinkler permit on record and no FDNY violation confirming a system; sprinkler status unknown (+15); 6 floors, multi-story (+10); FDNY: 11 open inspection/testing violation(s) (+25)"
78,214 RICHARDSON STREET,BK,RM,under_residential,1950,10.0,False,0,0,none,1,12434.0,2675.0,False,40.7187534,-73.9425908,"built 1950, pre-1968 code (+30); FDNY violation confirms sprinkler system (no modern DOB record) (+5); 10 floors, multi-story (+10); 1 DOB critical violation(s) (emergency/unsafe/structural) (+8); FDNY: 2 open sprinkler maintenance, 4 open inspection/testing violation(s) (+25)"
78,136-05 SANFORD AVENUE,QN,RM,under_residential,1929,6.0,False,0,0,none,1,102000.0,10000.0,False,40.7571134,-73.8285682,"built 1929, pre-1968 code (+30); FDNY violation confirms sprinkler system (no modern DOB record) (+5); 6 floors, multi-story (+10); 1 DOB critical violation(s) (emergency/unsafe/structural) (+8); FDNY: 3 open sprinkler maintenance, 4 open inspection/testing violation(s) (+25)"
78,475 MARCY AVENUE,BK,F5,other,1930,8.0,True,25,26,2022-02-01,1,574055.0,0.0,False,40.6995759,-73.9486012,"built 1930, pre-1968 code (+30); DOB sprinkler permit on record (+0); 8 floors, multi-story (+10); 1 DOB minor violation(s) (+1); FDNY: 2 open sprinkler maintenance, 1 open inspection/testing violation(s) (+22); EV chargers: 0 L2 + 25 DC fast (+15)"
77,2121 PAULDING AVENUE,BX,D4,under_residential,1964,6.0,False,0,0,none,1,153804.0,10400.0,False,40.8540149,-73.8602517,"built 1964, pre-1968 code (+30); FDNY violation confirms sprinkler system (no modern DOB record) (+5); 6 floors, multi-story (+10); 1 DOB critical violation(s) (emergency/unsafe/structural) (+8); FDNY: 1 open sprinkler maintenance, 6 open inspection/testing violation(s) (+24)"
77,2001 BATH AVENUE,BK,K4,under_commercial,1915,3.0,False,0,1,2004-09-21,3,27416.0,3598.0,False,40.6014833,-74.0011019,"built 1915, pre-1968 code (+30); DOB sprinkler permit on record (+0); 3 floors, multi-story (+10); 3 DOB critical violation(s) (emergency/unsafe/structural) (+20); FDNY: 1 open sprinkler maintenance, 1 open inspection/testing violation(s) (+17)"
76,126 EAST 19 STREET,MN,D3,under_residential,1882,5.0,False,0,0,none,0,9320.0,1200.0,True,40.7366655,-73.9861725,"built 1882, pre-1968 code (+30); No DOB sprinkler permit on record and no FDNY violation confirming a system; sprinkler status unknown (+15); 5 floors, multi-story (+10); FDNY: 7 open inspection/testing violation(s) (+21)"
76,29-10 137 STREET,QN,D4,under_residential,1960,6.0,False,0,0,none,0,265404.0,39000.0,False,40.7707355,-73.8322409,"built 1960, pre-1968 code (+30); No DOB sprinkler permit on record and no FDNY violation confirming a system; sprinkler status unknown (+15); 6 floors, multi-story (+10); FDNY: 6 open inspection/testing violation(s) (+21)"
75,673 1 AVENUE,MN,RB,under_residential,1928,13.0,True,3,45,2023-04-18,1,356238.0,25885.0,False,40.7467691,-73.9719329,"built 1928, pre-1968 code (+30); DOB sprinkler permit on record (+0); 13 floors, multi-story (+10); 1 DOB sprinkler violation(s) (+5); FDNY: 3 open sprinkler maintenance, 1 open inspection/testing violation(s) (+25); EV chargers: 3 L2 + 0 DC fast (+5)"
75,2211 BROADWAY,MN,RM,under_residential,1908,12.0,True,3,0,none,0,423311.0,37019.0,False,40.7837453,-73.9808834,"built 1908, pre-1968 code (+30); FDNY violation confirms sprinkler system (no modern DOB record) (+5); 12 floors, multi-story (+10); FDNY: 6 open sprinkler maintenance, 2 open inspection/testing violation(s) (+25); EV chargers: 3 L2 + 0 DC fast (+5)"
74,45 SUTTON PLACE SOUTH,MN,D4,under_residential,1958,20.0,False,0,2,2005-01-10 ,3,510547.0,10000.0,False,40.7555794,-73.9613896,"built 1958, pre-1968 code (+30); DOB sprinkler permit on record (+0); 20 floors, multi-story (+10); 3 DOB critical violation(s) (emergency/unsafe/structural) (+20); FDNY: 1 open sprinkler maintenance, 1 open inspection/testing violation(s) (+14)"
74,660 NEREID AVENUE,BX,D6,under_residential,1931,7.0,False,0,0,none,1,85000.0,10400.0,False,40.8987646,-73.8559833,"built 1931, pre-1968 code (+30); FDNY violation confirms sprinkler system (no modern DOB record) (+5); 7 floors, multi-story (+10); 1 DOB critical violation(s) (emergency/unsafe/structural) (+8); FDNY: 2 open sprinkler maintenance, 4 open inspection/testing violation(s) (+21)"
73,884 2 AVENUE,MN,D6,under_residential,1961,21.0,False,0,5,2015-06-19,1,290001.0,21000.0,False,40.7531774,-73.9693604,"built 1961, pre-1968 code (+30); DOB sprinkler permit on record (+0); 21 floors, multi-story (+10); 1 DOB critical violation(s) (emergency/unsafe/structural) (+8); FDNY: 3 open sprinkler maintenance, 3 open inspection/testing, 1 other open fire protection violation(s) (+25)"
73,356 WALTON AVENUE,BX,E7,other,1931,2.0,False,0,0,none,1,22294.0,22294.0,False,40.8156216,-73.9290715,"built 1931, pre-1968 code (+30); FDNY violation confirms sprinkler system (no modern DOB record) (+5); 2 floors (+5); 1 DOB critical violation(s) (emergency/unsafe/structural) (+8); FDNY: 2 open sprinkler maintenance, 1 open inspection/testing violation(s) (+25)"
73,2682 BAILEY AVENUE,BX,D1,under_residential,1960,6.0,False,0,1,1992-09-18,1,67175.0,2200.0,True,40.8712296,-73.9062836,"built 1960, pre-1968 code (+30); DOB sprinkler permit on record (+0); 6 floors, multi-story (+10); 1 DOB critical violation(s) (emergency/unsafe/structural) (+8); FDNY: 4 open sprinkler maintenance, 11 open inspection/testing violation(s) (+25)"
73,412 CLINTON AVENUE,BK,M3,institutional,1919,3.0,False,0,1,2023-04-13,1,16809.0,1068.0,True,40.6857438,-73.9678914,"built 1919, pre-1968 code (+30); DOB sprinkler permit on record (+0); 3 floors, multi-story (+10); 1 DOB critical violation(s) (emergency/unsafe/structural) (+8); FDNY: 1 open sprinkler maintenance, 5 open inspection/testing violation(s) (+25)"
72,240 1 AVENUE,MN,D7,under_residential,1945,13.0,True,115,47,2025-04-11,0,8942176.0,480000.0,False,40.7317236,-73.9778964,"built 1945, pre-1968 code (+30); DOB sprinkler permit on record (+0); 13 floors, multi-story (+10); FDNY: 1 open sprinkler maintenance, 2 open inspection/testing violation(s) (+17); EV chargers: 115 L2 + 0 DC fast (+15)"
71,45 FAIRVIEW AVENUE,MN,D4,under_residential,1963,21.0,False,0,0,none,2,283388.0,12000.0,False,40.857819,-73.9295145,"built 1963, pre-1968 code (+30); FDNY violation confirms sprinkler system (no modern DOB record) (+5); 21 floors, multi-story (+10); 2 DOB critical violation(s) (emergency/unsafe/structural) (+16); FDNY: 1 open sprinkler maintenance, 1 open inspection/testing violation(s) (+10)"
71,3950 BLACKSTONE AVENUE,BX,D7,under_residential,1959,6.0,False,0,0,none,2,237000.0,20000.0,False,40.8904345,-73.9102061,"built 1959, pre-1968 code (+30); No DOB sprinkler permit on record and no FDNY violation confirming a system; sprinkler status unknown (+15); 6 floors, multi-story (+10); 2 DOB critical violation(s) (emergency/unsafe/structural) (+16)"
71,104-04 DITMARS BOULEVARD,QN,H2,institutional,1988,7.0,False,0,0,none,2,354254.0,97500.0,False,40.767147,-73.8671848,"built 1988, pre-IBC 2003 (+15); FDNY violation confirms sprinkler system (no modern DOB record) (+5); 7 floors, multi-story (+10); 2 DOB critical violation(s) (emergency/unsafe/structural) (+16); FDNY: 4 open sprinkler maintenance, 4 open inspection/testing violation(s) (+25)"
70,2 BROADWAY,MN,O4,under_commercial,1958,32.0,False,0,8,1999-08-18,2,1529480.0,29912.0,False,40.7044998,-74.0126451,"built 1958, pre-1968 code (+30); DOB sprinkler permit on record (+0); 32 floors, multi-story (+10); 1 DOB sprinkler violation(s) (+5); FDNY: 1 open sprinkler maintenance, 3 open inspection/testing violation(s) (+25)"
70,525 EAST 11 STREET,MN,R4,under_residential,1965,8.0,False,0,0,none,0,34454.0,11755.0,False,40.7281422,-73.9804772,"built 1965, pre-1968 code (+30); FDNY violation confirms sprinkler system (no modern DOB record) (+5); 8 floors, multi-story (+10); FDNY: 5 open sprinkler maintenance, 4 open inspection/testing violation(s) (+25)"
70,536 WEST 23 STREET,MN,E7,other,1934,3.0,False,0,0,none,0,42640.0,14214.0,False,40.7481886,-74.0060813,"built 1934, pre-1968 code (+30); FDNY violation confirms sprinkler system (no modern DOB record) (+5); 3 floors, multi-story (+10); FDNY: 3 open sprinkler maintenance violation(s) (+25)"
70,7 WEST 14 STREET,MN,D4,under_residential,1964,21.0,True,3,0,none,0,350800.0,29000.0,False,40.7366964,-73.9941652,"built 1964, pre-1968 code (+30); FDNY violation confirms sprinkler system (no modern DOB record) (+5); 21 floors, multi-story (+10); FDNY: 2 open sprinkler maintenance violation(s) (+20); EV chargers: 3 L2 + 0 DC fast (+5)"
70,25 WEST 39 STREET,MN,O6,under_commercial,1906,16.0,False,0,31,2022-11-22,2,208528.0,6000.0,False,40.7524914,-73.9838628,"built 1906, pre-1968 code (+30); DOB sprinkler permit on record (+0); 16 floors, multi-story (+10); 1 DOB sprinkler violation(s) (+5); FDNY: 5 open sprinkler maintenance, 7 open inspection/testing violation(s) (+25)"
70,165 WEST END AVENUE,MN,RM,under_residential,1962,28.0,False,0,0,none,0,547520.0,121100.0,False,40.7771863,-73.9872725,"built 1962, pre-1968 code (+30); FDNY violation confirms sprinkler system (no modern DOB record) (+5); 28 floors, multi-story (+10); FDNY: 2 open sprinkler maintenance, 3 open inspection/testing violation(s) (+25)"
70,701 AMSTERDAM AVENUE,MN,D4,under_residential,1967,27.0,False,0,0,none,0,323484.0,10000.0,False,40.792798,-73.9705664,"built 1967, pre-1968 code (+30); FDNY violation confirms sprinkler system (no modern DOB record) (+5); 27 floors, multi-story (+10); FDNY: 4 open sprinkler maintenance, 1 open inspection/testing violation(s) (+25)"
70,1120 AVENUE OF THE AMER,MN,O4,under_commercial,1962,21.0,False,0,93,2025-09-11,3,615000.0,143000.0,False,40.7555983,-73.9828587,"built 1962, pre-1968 code (+30); DOB sprinkler permit on record (+0); 21 floors, multi-story (+10); 1 DOB sprinkler violation(s) (+5); FDNY: 4 open inspection/testing violation(s) (+25)"
70,23 WEST 55 STREET,MN,G1,standalone,1966,12.0,False,0,0,none,0,54420.0,53420.0,False,40.7623766,-73.9760343,"built 1966, pre-1968 code (+30); FDNY violation confirms sprinkler system (no modern DOB record) (+5); 12 floors, multi-story (+10); FDNY: 9 open sprinkler maintenance, 9 open inspection/testing violation(s) (+25)"
70,575 LEXINGTON AVE,MN,RC,under_residential,1958,34.0,False,0,0,none,0,659644.0,38149.0,False,40.7571907,-73.9712716,"built 1958, pre-1968 code (+30); Pre-2004 residential ≥10 floors, no DOB permit, no FDNY evidence — Local Law 26 retrofit deadline (July 2019) likely missed (+30); 34 floors, multi-story (+10)"
70,157 EAST 57 STREET,MN,D6,under_residential,1960,19.0,False,0,0,none,0,173168.0,12699.0,False,40.7606262,-73.9677001,"built 1960, pre-1968 code (+30); FDNY violation confirms sprinkler system (no modern DOB record) (+5); 19 floors, multi-story (+10); FDNY: 6 open sprinkler maintenance, 2 open inspection/testing, 1 other open fire protection violation(s) (+25)"
70,220 EAST 54 STREET,MN,D4,under_residential,1962,13.0,False,0,0,none,0,115020.0,10000.0,False,40.7577553,-73.9681743,"built 1962, pre-1968 code (+30); FDNY violation confirms sprinkler system (no modern DOB record) (+5); 13 floors, multi-story (+10); FDNY: 2 open sprinkler maintenance, 1 open inspection/testing violation(s) (+25)"
70,979 3 AVENUE,MN,O6,under_commercial,1963,17.0,False,0,143,2025-03-06,3,579779.0,39000.0,False,40.7609524,-73.9662633,"built 1963, pre-1968 code (+30); DOB sprinkler permit on record (+0); 17 floors, multi-story (+10); 1 DOB critical violation(s) (emergency/unsafe/structural) (+8); 1 DOB sprinkler violation(s); FDNY: 1 open sprinkler maintenance, 2 open inspection/testing, 1 other open fire protection violation(s) (+16)"
70,333 EAST 55 STREET,MN,D4,under_residential,1962,14.0,False,0,0,none,0,108131.0,8000.0,False,40.7575649,-73.9645973,"built 1962, pre-1968 code (+30); Pre-2004 residential ≥10 floors, no DOB permit, no FDNY evidence — Local Law 26 retrofit deadline (July 2019) likely missed (+30); 14 floors, multi-story (+10)"
70,773 LEXINGTON AVENUE,MN,D4,under_residential,1960,16.0,False,0,0,none,0,184500.0,14500.0,False,40.7631347,-73.9670455,"built 1960, pre-1968 code (+30); FDNY violation confirms sprinkler system (no modern DOB record) (+5); 16 floors, multi-story (+10); FDNY: 5 open inspection/testing, 1 other open fire protection violation(s) (+25)"
70,166 EAST 63 STREET,MN,RM,under_residential,1959,20.0,False,0,0,none,0,175074.0,11598.0,False,40.7640509,-73.9653231,"built 1959, pre-1968 code (+30); FDNY violation confirms sprinkler system (no modern DOB record) (+5); 20 floors, multi-story (+10); FDNY: 2 open sprinkler maintenance, 1 open inspection/testing violation(s) (+25)"
70,420 EAST 79 STREET,MN,D3,under_residential,1959,16.0,False,0,0,none,0,122420.0,8000.0,False,40.771671,-73.9518598,"built 1959, pre-1968 code (+30); Pre-2004 residential ≥10 floors, no DOB permit, no FDNY evidence — Local Law 26 retrofit deadline (July 2019) likely missed (+30); 16 floors, multi-story (+10)"
70,500 EAST 77 STREET,MN,D3,under_residential,1964,33.0,False,0,0,none,0,530809.0,16600.0,False,40.7694446,-73.9508903,"built 1964, pre-1968 code (+30); Pre-2004 residential ≥10 floors, no DOB permit, no FDNY evidence — Local Law 26 retrofit deadline (July 2019) likely missed (+30); 33 floors, multi-story (+10)"
70,1523 2 AVENUE,MN,D4,under_residential,1957,18.0,False,0,0,none,0,281825.0,9000.0,False,40.773805,-73.9551438,"built 1957, pre-1968 code (+30); FDNY violation confirms sprinkler system (no modern DOB record) (+5); 18 floors, multi-story (+10); FDNY: 3 open sprinkler maintenance, 5 open inspection/testing violation(s) (+25)"
70,510 EAST 85 STREET,MN,D6,under_residential,1956,13.0,False,0,0,none,0,77768.0,5000.0,False,40.7747842,-73.9471459,"built 1956, pre-1968 code (+30); Pre-2004 residential ≥10 floors, no DOB permit, no FDNY evidence — Local Law 26 retrofit deadline (July 2019) likely missed (+30); 13 floors, multi-story (+10)"
70,1680 YORK AVENUE,MN,D7,under_residential,1949,6.0,False,0,0,none,0,67425.0,5000.0,False,40.7773389,-73.9456779,"built 1949, pre-1968 code (+30); FDNY violation confirms sprinkler system (no modern DOB record) (+5); 6 floors, multi-story (+10); FDNY: 3 open sprinkler maintenance, 1 open inspection/testing violation(s) (+25)"
70,100 OVERLOOK TERRACE,MN,D4,under_residential,1963,6.0,False,0,0,none,0,142470.0,6150.0,False,40.8562823,-73.9348012,"built 1963, pre-1968 code (+30); FDNY violation confirms sprinkler system (no modern DOB record) (+5); 6 floors, multi-story (+10); FDNY: 1 open sprinkler maintenance, 5 open inspection/testing violation(s) (+25)"
70,1590 UNDERCLIFF AVENUE,BX,D9,under_residential,1963,14.0,False,0,0,none,0,182800.0,9800.0,False,40.8481696,-73.9224404,"built 1963, pre-1968 code (+30); FDNY violation confirms sprinkler system (no modern DOB record) (+5); 14 floors, multi-story (+10); FDNY: 9 open inspection/testing violation(s) (+25)"
70,1889 SEDGWICK AVENUE,BX,D3,under_residential,1967,15.0,False,0,0,none,0,139235.0,8285.0,False,40.8544436,-73.9178639,"built 1967, pre-1968 code (+30); FDNY violation confirms sprinkler system (no modern DOB record) (+5); 15 floors, multi-story (+10); FDNY: 3 open sprinkler maintenance, 2 open inspection/testing violation(s) (+25)"
70,2425 SEDGWICK AVENUE,BX,G1,standalone,1952,5.0,False,0,0,none,0,151440.0,151440.0,False,40.8650837,-73.9091087,"built 1952, pre-1968 code (+30); FDNY violation confirms sprinkler system (no modern DOB record) (+5); 5 floors, multi-story (+10); FDNY: 4 open sprinkler maintenance, 4 open inspection/testing violation(s) (+25)"
70,3890 SEDGWICK AVENUE,BX,D7,under_residential,1959,7.0,False,0,1,2002-05-09,1,57800.0,1800.0,True,40.8825045,-73.8933357,"built 1959, pre-1968 code (+30); DOB sprinkler permit on record (+0); 7 floors, multi-story (+10); 1 DOB critical violation(s) (emergency/unsafe/structural) (+8); FDNY: 1 open sprinkler maintenance, 2 open inspection/testing violation(s) (+22)"
70,2850 WEBB AVENUE,BX,D1,under_residential,1957,6.0,False,0,0,none,0,54256.0,4500.0,False,40.8730883,-73.9004234,"built 1957, pre-1968 code (+30); FDNY violation confirms sprinkler system (no modern DOB record) (+5); 6 floors, multi-story (+10); FDNY: 1 open sprinkler maintenance, 7 open inspection/testing violation(s) (+25)"
70,278 BEDFORD PARK BLVD,BX,D7,under_residential,1964,6.0,False,0,0,none,0,22086.0,1650.0,True,40.8701738,-73.8859939,"built 1964, pre-1968 code (+30); FDNY violation confirms sprinkler system (no modern DOB record) (+5); 6 floors, multi-story (+10); FDNY: 4 open inspection/testing violation(s) (+25)"
70,3081 VILLA AVENUE,BX,D1,under_residential,1966,6.0,False,0,0,none,0,76340.0,3750.0,False,40.8741613,-73.8882579,"built 1966, pre-1968 code (+30); FDNY violation confirms sprinkler system (no modern DOB record) (+5); 6 floors, multi-story (+10); FDNY: 1 open sprinkler maintenance, 3 open inspection/testing violation(s) (+25)"
70,3540 DECATUR AVENUE,BX,D9,under_residential,1962,6.0,False,0,0,none,0,67000.0,3000.0,False,40.8800617,-73.871711,"built 1962, pre-1968 code (+30); FDNY violation confirms sprinkler system (no modern DOB record) (+5); 6 floors, multi-story (+10); FDNY: 1 open sprinkler maintenance, 9 open inspection/testing violation(s) (+25)"
70,1900 ARCHER STREET,BX,G1,standalone,1939,5.0,False,0,0,none,0,208500.0,208500.0,False,40.8374261,-73.8627331,"built 1939, pre-1968 code (+30); FDNY violation confirms sprinkler system (no modern DOB record) (+5); 5 floors, multi-story (+10); FDNY: 3 open sprinkler maintenance, 5 open inspection/testing, 1 other open fire protection violation(s) (+25)"
70,1803 HAIGHT AVENUE,BX,D1,under_residential,1960,6.0,False,0,0,none,0,70163.0,5000.0,False,40.8496343,-73.8535558,"built 1960, pre-1968 code (+30); FDNY violation confirms sprinkler system (no modern DOB record) (+5); 6 floors, multi-story (+10); FDNY: 2 open sprinkler maintenance, 5 open inspection/testing violation(s) (+25)"
70,2126 COLONIAL AVENUE,BX,C9,under_residential,1949,3.0,False,0,0,none,0,25575.0,2000.0,True,40.8553096,-73.8290706,"built 1949, pre-1968 code (+30); FDNY violation confirms sprinkler system (no modern DOB record) (+5); 3 floors, multi-story (+10); FDNY: 1 open sprinkler maintenance, 4 open inspection/testing violation(s) (+25)"
70,1144 PELHAM PARKWAY SOUTH,BX,D1,under_residential,1959,6.0,False,0,0,none,0,75000.0,2600.0,False,40.8567374,-73.8555754,"built 1959, pre-1968 code (+30); FDNY violation confirms sprinkler system (no modern DOB record) (+5); 6 floors, multi-story (+10); FDNY: 2 open sprinkler maintenance, 8 open inspection/testing violation(s) (+25)"
70,2521 BOSTON ROAD,BX,K4,under_commercial,1958,1.0,False,0,0,none,0,5220.0,3129.0,False,40.8639948,-73.8649776,"built 1958, pre-1968 code (+30); No DOB sprinkler permit on record and no FDNY violation confirming a system; sprinkler status unknown (+15); FDNY: 4 open inspection/testing violation(s) (+25)"
70,3555 OLINVILLE AVENUE,BX,D4,under_residential,1965,16.0,False,0,0,none,0,167000.0,16000.0,False,40.8792258,-73.8680096,"built 1965, pre-1968 code (+30); FDNY violation confirms sprinkler system (no modern DOB record) (+5); 16 floors, multi-story (+10); FDNY: 2 open sprinkler maintenance, 3 open inspection/testing violation(s) (+25)"
70,3990 BRONX BOULEVARD,BX,D7,under_residential,1965,6.0,False,0,0,none,0,76806.0,7560.0,False,40.889239,-73.8637726,"built 1965, pre-1968 code (+30); FDNY violation confirms sprinkler system (no modern DOB record) (+5); 6 floors, multi-story (+10); FDNY: 2 open sprinkler maintenance, 2 open inspection/testing violation(s) (+25)"
70,2530 INDEPENDENCE AVENUE,BX,D4,under_residential,1961,6.0,False,0,0,none,0,79296.0,3150.0,False,40.8800483,-73.9209567,"built 1961, pre-1968 code (+30); FDNY violation confirms sprinkler system (no modern DOB record) (+5); 6 floors, multi-story (+10); FDNY: 1 open sprinkler maintenance, 3 open inspection/testing violation(s) (+25)"
70,4555 HENRY HUDSON PKWY W,BX,D4,under_residential,1953,13.0,False,0,0,none,0,217360.0,21198.0,False,40.8923659,-73.9090859,"built 1953, pre-1968 code (+30); Pre-2004 residential ≥10 floors, no DOB permit, no FDNY evidence — Local Law 26 retrofit deadline (July 2019) likely missed (+30); 13 floors, multi-story (+10)"
70,5600 NETHERLAND AVENUE,BX,D4,under_residential,1949,6.0,False,0,0,none,0,395000.0,25000.0,False,40.9052333,-73.9061163,"built 1949, pre-1968 code (+30); FDNY violation confirms sprinkler system (no modern DOB record) (+5); 6 floors, multi-story (+10); FDNY: 2 open sprinkler maintenance, 2 open inspection/testing violation(s) (+25)"
70,265 CLINTON STREET,BK,C7,under_residential,1931,4.0,False,0,0,none,0,9500.0,2500.0,False,40.6870464,-73.995583,"built 1931, pre-1968 code (+30); FDNY violation confirms sprinkler system (no modern DOB record) (+5); 4 floors, multi-story (+10); FDNY: 1 open sprinkler maintenance, 4 open inspection/testing violation(s) (+25)"
70,444 12 STREET,BK,R4,under_residential,1881,7.0,False,0,0,none,0,61453.0,3400.0,False,40.6640933,-73.9819054,"built 1881, pre-1968 code (+30); FDNY violation confirms sprinkler system (no modern DOB record) (+5); 7 floors, multi-story (+10); FDNY: 3 open sprinkler maintenance, 1 open inspection/testing violation(s) (+25)"
70,638 EAST 98 STREET,BK,D3,under_residential,1966,12.0,False,0,0,none,0,121472.0,14000.0,False,40.6536711,-73.9107879,"built 1966, pre-1968 code (+30); Pre-2004 residential ≥10 floors, no DOB permit, no FDNY evidence — Local Law 26 retrofit deadline (July 2019) likely missed (+30); 12 floors, multi-story (+10)"
70,444 LENOX ROAD,BK,G1,standalone,1967,5.0,False,0,0,none,0,247400.0,237600.0,False,40.6538246,-73.9455406,"built 1967, pre-1968 code (+30); FDNY violation confirms sprinkler system (no modern DOB record) (+5); 5 floors, multi-story (+10); FDNY: 2 open sprinkler maintenance, 3 open inspection/testing violation(s) (+25)"
70,350 EAST 19 STREET,BK,D1,under_residential,1962,7.0,False,0,0,none,0,63576.0,6000.0,False,40.6415918,-73.9609295,"built 1962, pre-1968 code (+30); FDNY violation confirms sprinkler system (no modern DOB record) (+5); 7 floors, multi-story (+10); FDNY: 1 open sprinkler maintenance, 4 open inspection/testing violation(s) (+25)"
70,9303 SHORE ROAD,BK,D1,under_residential,1957,6.0,False,0,0,none,0,77064.0,6300.0,False,40.6183764,-74.0390605,"built 1957, pre-1968 code (+30); FDNY violation confirms sprinkler system (no modern DOB record) (+5); 6 floors, multi-story (+10); FDNY: 3 open sprinkler maintenance, 2 open inspection/testing violation(s) (+25)"
70,2080 OCEAN AVENUE,BK,D7,under_residential,1956,6.0,False,0,0,none,0,44600.0,2400.0,True,40.6111797,-73.9540213,"built 1956, pre-1968 code (+30); FDNY violation confirms sprinkler system (no modern DOB record) (+5); 6 floors, multi-story (+10); FDNY: 3 open sprinkler maintenance, 6 open inspection/testing violation(s) (+25)"
70,1845 EAST 13 STREET,BK,C1,under_residential,1925,2.0,False,0,0,none,3,4500.0,1000.0,True,40.604542,-73.9590929,"built 1925, pre-1968 code (+30); No DOB sprinkler permit on record and no FDNY violation confirming a system; sprinkler status unknown (+15); 2 floors (+5); 3 DOB critical violation(s) (emergency/unsafe/structural) (+20)"
70,34-37 11 STREET,QN,G1,standalone,1963,1.0,False,0,0,none,0,10000.0,10000.0,False,40.7634769,-73.9381843,"built 1963, pre-1968 code (+30); No DOB sprinkler permit on record and no FDNY violation confirming a system; sprinkler status unknown (+15); FDNY: 5 open inspection/testing, 1 other open fire protection violation(s) (+25)"
70,19-19 24 AVENUE,QN,R9,under_residential,1920,7.0,False,0,0,none,0,406030.0,49796.0,False,40.7773224,-73.9217683,"built 1920, pre-1968 code (+30); FDNY violation confirms sprinkler system (no modern DOB record) (+5); 7 floors, multi-story (+10); FDNY: 3 open sprinkler maintenance, 2 open inspection/testing, 1 other open fire protection violation(s) (+25)"
70,37-31 73 STREET,QN,D4,under_residential,1962,9.0,False,0,0,none,0,160572.0,6400.0,False,40.7478914,-73.8922664,"built 1962, pre-1968 code (+30); FDNY violation confirms sprinkler system (no modern DOB record) (+5); 9 floors, multi-story (+10); FDNY: 2 open sprinkler maintenance, 1 open inspection/testing violation(s) (+25)"
70,34-41 85 STREET,QN,D4,under_residential,1947,6.0,False,0,0,none,0,170500.0,14500.0,False,40.7530659,-73.8817837,"built 1947, pre-1968 code (+30); FDNY violation confirms sprinkler system (no modern DOB record) (+5); 6 floors, multi-story (+10); FDNY: 5 open sprinkler maintenance, 2 open inspection/testing violation(s) (+25)"
70,88-02 35 AVENUE,QN,D4,under_residential,1953,6.0,False,0,0,none,0,81900.0,8000.0,False,40.7521623,-73.8785947,"built 1953, pre-1968 code (+30); FDNY violation confirms sprinkler system (no modern DOB record) (+5); 6 floors, multi-story (+10); FDNY: 4 open inspection/testing violation(s) (+25)"
70,37-20 87 STREET,QN,D4,under_residential,1951,6.0,False,0,0,none,0,168600.0,33600.0,False,40.7491553,-73.8797588,"built 1951, pre-1968 code (+30); FDNY violation confirms sprinkler system (no modern DOB record) (+5); 6 floors, multi-story (+10); FDNY: 3 open sprinkler maintenance, 3 open inspection/testing violation(s) (+25)"
70,57-10 JUNCTION BOULEVARD,QN,RM,under_residential,1961,6.0,False,0,0,none,0,90325.0,7754.0,False,40.736226,-73.8659618,"built 1961, pre-1968 code (+30); FDNY violation confirms sprinkler system (no modern DOB record) (+5); 6 floors, multi-story (+10); FDNY: 4 open inspection/testing violation(s) (+25)"
